freq/Hz	Re(Z)/Ohm	-Im(Z)/Ohm	|Z|/Ohm	Phase(Z)/deg	time/s	<Ewe>/V	<I>/mA	Cs/µF	Cp/µF	cycle number	|Ewe|/V	|I|/A	Ns	I Range	(Q-Qo)/mA.h	<Ece>/V	|Ece|/V	Phase(Zce)/deg	|Zce|/Ohm	Re(Zce)/Ohm	-Im(Zce)/Ohm	Phase(Zwe-ce)/deg	|Zwe-ce|/Ohm	Re(Zwe-ce)/Ohm	-Im(Zwe-ce)/Ohm	P/W	Re(Y)/Ohm-1	Im(Y)/Ohm-1	|Y|/Ohm-1	Phase(Y)/deg	dq/mA.h	
1.0000186E+006	-2.8194824E+001	4.6363388E+001	5.4263355E+001	-1.2130491E+002	4.254245701983529E+005	1.3575730E+001	1.2514241E-005	3.4327086E-003	2.5059590E-003	2.100000000000000E+001	2.8010292E-004	5.1619168E-006	0	14	5.533836013348214E-010	1.3470252E+001	2.0420262E-004	3.8935020E+001	3.9559456E+001	3.0771685E+001	-2.4860691E+001	-8.3166321E+001	2.1656551E+001	2.5768604E+000	2.1502697E+001	0.0000000E+000	-9.5753809E-003	1.5745696E-002	1.8428642E-002	1.2130491E+002	0.000000000000000E+000
6.7700600E+005	-1.4440868E+001	3.3572395E+001	3.6546471E+001	-1.1327453E+002	4.254250861984063E+005	1.3575705E+001	1.3399102E-005	7.0023737E-003	5.9090690E-003	2.100000000000000E+001	1.8699831E-004	5.1167272E-006	0	14	2.402220362903841E-009	1.3468007E+001	1.2517834E-004	1.7685862E+001	2.4464533E+001	2.3308252E+001	-7.4322753E+000	-7.1261772E+001	2.7603195E+001	8.8673840E+000	2.6140120E+001	0.0000000E+000	-1.0811910E-002	2.5135728E-002	2.7362423E-002	1.1327453E+002	1.848836761569020E-009
4.5833025E+005	-3.6204619E+000	3.5907921E+001	3.6089977E+001	-9.5757462E+001	4.254254711984466E+005	1.3575541E+001	1.5774152E-005	9.6705528E-003	9.5732333E-003	2.100000000000000E+001	1.8816174E-004	5.2136838E-006	0	14	6.408548142164566E-009	1.3469210E+001	1.3600884E-004	-2.6583643E+001	2.6086897E+001	2.3329042E+001	1.1673985E+001	-6.7500504E+001	5.1502094E+001	1.9708580E+001	4.7581905E+001	0.0000000E+000	-2.7796538E-003	2.7568748E-002	2.7708525E-002	9.5757462E+001	4.006327779260725E-009
3.1029172E+005	1.6718925E+001	3.5100254E+001	3.8878662E+001	-6.4530647E+001	4.254258561984869E+005	1.3575590E+001	1.4669918E-005	1.4613011E-002	1.1910708E-002	2.100000000000000E+001	1.8803388E-004	4.8364286E-006	0	14	7.256612772445850E-009	1.3467847E+001	1.6940432E-004	-4.6710552E+001	3.5026737E+001	2.4017282E+001	2.5495930E+001	-5.6088757E+001	7.3015999E+001	4.0736206E+001	6.0596184E+001	0.0000000E+000	1.1060777E-002	2.3221361E-002	2.5721049E-002	6.4530647E+001	8.480646302812842E-010
2.1007459E+005	2.8514013E+001	1.3226881E+001	3.1432457E+001	-2.4885313E+001	4.254262411985267E+005	1.3575513E+001	1.5741043E-005	5.7278171E-002	1.0142555E-002	2.100000000000000E+001	1.5090556E-004	4.8009470E-006	0	14	5.965069350269106E-009	1.3469370E+001	2.3267714E-004	-6.3887356E+001	4.8464844E+001	2.1331186E+001	4.3518059E+001	-4.8703674E+001	7.5528351E+001	4.9845200E+001	5.6744942E+001	0.0000000E+000	2.8860355E-002	1.3387540E-002	3.1814247E-002	2.4885313E+001	-1.291543422176745E-009
1.4222091E+005	1.7578135E+001	-6.5408511E+000	1.8755627E+001	2.0410313E+001	4.254264951985534E+005	1.3575583E+001	1.3726167E-005	-1.7108913E-001	-2.0807877E-002	2.100000000000000E+001	9.1427137E-005	4.8746510E-006	0	14	1.092188655563102E-008	1.3468087E+001	3.8752373E-004	-6.6732391E+001	7.9497742E+001	3.1403694E+001	7.3032181E+001	-5.3622231E+001	8.2585205E+001	4.8981827E+001	6.6491333E+001	0.0000000E+000	4.9970031E-002	-1.8593926E-002	5.3317335E-002	-2.0410313E+001	4.956817205361909E-009
9.6283031E+004	1.0084167E+001	-8.3343258E+000	1.3082485E+001	3.9572929E+001	4.254267491985799E+005	1.3575741E+001	1.8589262E-005	-1.9833525E-001	-8.0493413E-002	2.100000000000000E+001	6.2847837E-005	4.8039678E-006	0	14	6.219409835896133E-009	1.3469771E+001	5.3093932E-004	-6.5044716E+001	1.1052100E+002	4.6630001E+001	1.0020246E+002	-5.8311172E+001	1.0796412E+002	5.6714169E+001	9.1868134E+001	0.0000000E+000	5.8919564E-002	-4.8695631E-002	7.6438077E-002	-3.9572929E+001	-4.702476719734882E-009
6.5181484E+004	6.0500412E+000	-7.2929692E+000	9.4757795E+000	5.0321857E+001	4.254271341986200E+005	1.3575722E+001	1.7943245E-005	-3.3480468E-001	-1.9832176E-001	2.100000000000000E+001	4.6061548E-005	4.8609772E-006	0	14	1.108448104067368E-008	1.3467967E+001	7.5364625E-004	-6.5902573E+001	1.5504007E+002	6.3301235E+001	1.4152872E+002	-6.2677410E+001	1.5109215E+002	6.9351273E+001	1.3423575E+002	0.0000000E+000	6.7379601E-002	-8.1222147E-002	1.0553221E-001	-5.0321857E+001	4.865071204777552E-009
4.4128563E+004	1.1666430E+000	-6.3505311E+000	6.4568028E+000	7.9590378E+001	4.254275191986598E+005	1.3575702E+001	1.8096993E-005	-5.6792408E-001	-5.4938316E-001	2.100000000000000E+001	3.0983050E-005	4.7985127E-006	0	14	1.582570842295657E-008	1.3469972E+001	1.0024639E-003	-6.4979568E+001	2.0891138E+002	8.8357262E+001	1.8930652E+002	-6.3926605E+001	2.0368462E+002	8.9523903E+001	1.8295599E+002	0.0000000E+000	2.7983559E-002	-1.5232635E-001	1.5487541E-001	-7.9590378E+001	4.741227382282885E-009
2.9876783E+004	1.3894591E+000	-2.4742093E+000	2.8376589E+000	6.0682434E+001	4.254279041987006E+005	1.3575704E+001	1.4404964E-005	-2.1530290E+000	-1.6368254E+000	2.100000000000000E+001	1.3436821E-005	4.7351782E-006	0	14	1.652379131213719E-008	1.3468488E+001	1.3177297E-003	-6.4305634E+001	2.7828513E+002	1.2065623E+002	2.5076819E+002	-6.3824173E+001	2.7666776E+002	1.2204569E+002	2.4829398E+002	0.0000000E+000	1.7255414E-001	-3.0726707E-001	3.5240316E-001	-6.0682434E+001	6.980828891806189E-010
2.0227139E+004	2.3794844E+000	7.9042748E-002	2.3807969E+000	-1.9025766E+000	4.254282891987404E+005	1.3575541E+001	1.6008586E-005	9.9545967E+001	1.0972435E-001	2.100000000000000E+001	1.1214794E-005	4.7105209E-006	0	14	1.696283093482028E-008	1.3467445E+001	1.7357725E-003	-6.2997032E+001	3.6848843E+002	1.6730725E+002	3.2831693E+002	-6.2673977E+001	3.6964511E+002	1.6968674E+002	3.2839597E+002	0.0000000E+000	4.1979587E-001	1.3944963E-002	4.2002743E-001	1.9025766E+000	4.390396226830899E-010
1.3695073E+004	1.3251030E+000	-3.4019465E+000	3.6509092E+000	6.8718430E+001	4.254286741987802E+005	1.3575592E+001	1.5114783E-005	-3.4160821E+000	-2.9660687E+000	2.100000000000000E+001	1.7216871E-005	4.7157764E-006	0	14	1.611187004803267E-008	1.3468328E+001	2.3046015E-003	-6.0866226E+001	4.8870032E+002	2.3792392E+002	4.2687259E+002	-6.0534771E+001	4.8638202E+002	2.3924902E+002	4.2347064E+002	0.0000000E+000	9.9414013E-002	-2.5522631E-001	2.7390438E-001	-6.8718430E+001	-8.509608867876108E-010
9.2692256E+003	-1.3405418E+000	-1.1598830E+000	1.7726762E+000	1.3913251E+002	4.254290591988210E+005	1.3575533E+001	1.4753145E-005	-1.4803435E+001	-6.3377051E+000	2.100000000000000E+001	8.4207768E-006	4.7503186E-006	0	14	2.101261743203193E-008	1.3468849E+001	3.0364315E-003	-5.8551884E+001	6.3920587E+002	3.3349048E+002	5.4531482E+002	-5.8600281E+001	6.3751715E+002	3.3214993E+002	5.4415491E+002	0.0000000E+000	-4.2660064E-001	-3.6910963E-001	5.6411880E-001	-1.3913251E+002	4.900747383999261E-009
6.2722681E+003	2.4236796E+000	1.9612013E-001	2.4316015E+000	-4.6261997E+000	4.254294441988613E+005	1.3575426E+001	1.4012361E-005	1.2938185E+002	8.4165257E-001	2.100000000000000E+001	1.1680011E-005	4.8034231E-006	0	14	2.148765951771262E-008	1.3468007E+001	3.9698286E-003	-5.5811344E+001	8.2645825E+002	4.6440311E+002	6.8363953E+002	-5.5680237E+001	8.2798456E+002	4.6682678E+002	6.8383563E+002	0.0000000E+000	4.0991178E-001	3.3169381E-002	4.1125160E-001	4.6261997E+000	4.750420856806941E-010
4.2448467E+003	1.4454584E+000	-2.6901441E+000	3.0538869E+000	6.1750134E+001	4.254298701989055E+005	1.3575434E+001	1.2164292E-005	-1.3937427E+001	-1.0815031E+001	2.100000000000000E+001	1.4864195E-005	4.8673037E-006	0	14	1.977280086152354E-008	1.3469731E+001	5.1427078E-003	-5.2707653E+001	1.0565825E+003	6.4016443E+002	8.4056891E+002	-5.2556732E+001	1.0553218E+003	6.4160986E+002	8.3787878E+002	0.0000000E+000	1.5498859E-001	-2.8844941E-001	3.2745156E-001	-6.1750134E+001	-1.714858656189082E-009
2.8779956E+003	4.7978374E-001	3.1261389E+000	3.1627419E+000	-8.1274620E+001	4.254302711989470E+005	1.3575409E+001	6.5596232E-006	1.7689751E+001	1.7282667E+001	2.100000000000000E+001	1.4552989E-005	4.6013838E-006	0	14	2.140792174847977E-008	1.3471334E+001	6.0801501E-003	-4.9314053E+001	1.3213743E+003	8.6142035E+002	1.0019905E+003	-4.9386497E+001	1.3240586E+003	8.6190015E+002	1.0051166E+003	0.0000000E+000	4.7964294E-002	3.1252211E-001	3.1618136E-001	8.1274620E+001	1.635120886956227E-009
1.9481171E+003	3.2064619E+000	-9.0064627E-001	3.3305497E+000	1.5689243E+001	4.254309461990176E+005	1.3575573E+001	6.2737558E-006	-9.0709091E+001	-6.6332669E+000	2.100000000000000E+001	1.6294460E-005	4.8924235E-006	0	14	2.297037883466954E-008	1.3461593E+001	7.9958783E-003	-4.5517326E+001	1.6343390E+003	1.1451708E+003	1.1660394E+003	-4.5415104E+001	1.6359458E+003	1.1483772E+003	1.1651388E+003	0.0000000E+000	2.8906417E-001	-8.1193715E-002	3.0025074E-001	-1.5689243E+001	1.562457086189776E-009
1.3187339E+003	2.2599537E+000	1.1788677E+000	2.5489450E+000	-2.7548058E+001	4.254313911990635E+005	1.3575587E+001	7.3097494E-006	1.0237593E+002	2.1898134E+001	2.100000000000000E+001	1.2300925E-005	4.8258889E-006	0	14	1.965497071690455E-008	1.3461913E+001	9.5333969E-003	-4.1621971E+001	1.9754696E+003	1.4767494E+003	1.3121324E+003	-4.1604015E+001	1.9779421E+003	1.4790094E+003	1.3133113E+003	0.0000000E+000	3.4783930E-001	1.8144464E-001	3.9231917E-001	2.7548058E+001	-3.315408117764994E-009
8.9299957E+002	2.8648837E+000	4.2972498E+000	5.1646795E+000	-5.6309467E+001	4.254318371991105E+005	1.3575564E+001	7.2701919E-006	4.1474224E+001	2.8712614E+001	2.100000000000000E+001	2.4759518E-005	4.7940084E-006	0	14	1.946326884328502E-008	1.3461272E+001	1.1266500E-002	-3.7779591E+001	2.3501211E+003	1.8574729E+003	1.4397443E+003	-3.7819523E+001	2.3550186E+003	1.8603378E+003	1.4440415E+003	0.0000000E+000	1.0740394E-001	1.6110308E-001	1.9362286E-001	5.6309467E+001	-1.917018736195247E-010
6.0441974E+002	5.0635138E+000	2.1831586E+000	5.5141048E+000	-2.3323524E+001	4.254322811991570E+005	1.3575401E+001	6.8458617E-006	1.2061359E+002	1.8906744E+001	2.100000000000000E+001	2.6352944E-005	4.7791882E-006	0	14	1.646028635140182E-008	1.3475304E+001	1.3063688E-002	-3.4037388E+001	2.7334534E+003	2.2651377E+003	1.5300061E+003	-3.4015942E+001	2.7388716E+003	2.2702012E+003	1.5321892E+003	0.0000000E+000	1.6653362E-001	7.1801782E-002	1.8135309E-001	2.3323524E+001	-3.002982491883207E-009
4.0908368E+002	3.8830676E+000	1.5306281E+000	4.1738515E+000	-2.1513372E+001	4.254327271992033E+005	1.3575566E+001	7.0813580E-006	2.5417819E+002	3.4182487E+001	2.100000000000000E+001	1.9919295E-005	4.7724011E-006	0	14	1.843595446856246E-008	1.3452211E+001	1.4925292E-002	-3.0380913E+001	3.1274177E+003	2.6979675E+003	1.5816803E+003	-3.0369143E+001	3.1315417E+003	2.7018506E+003	1.5832109E+003	0.0000000E+000	2.2289532E-001	8.7860905E-002	2.3958686E-001	2.1513372E+001	1.975668117160645E-009
2.7686047E+002	4.3982992E-001	5.9581909E+000	5.9744029E+000	-8.5778122E+001	4.254331691992497E+005	1.3575628E+001	5.7419534E-006	9.6481651E+001	9.5958748E+001	2.100000000000000E+001	2.8496079E-005	4.7696949E-006	0	14	1.733342085530391E-008	1.3464880E+001	1.6800571E-002	-2.6988733E+001	3.5223577E+003	3.1387581E+003	1.5984998E+003	-2.7071777E+001	3.5254573E+003	3.1391980E+003	1.6044580E+003	0.0000000E+000	1.2322405E-002	1.6692655E-001	1.6738075E-001	8.5778122E+001	-1.102533613258554E-009
1.8742110E+002	8.5608330E+000	2.9780266E+000	9.0640221E+000	-1.9181072E+001	4.254336201992966E+005	1.3575638E+001	7.2821290E-006	2.8514981E+002	3.0781399E+001	2.100000000000000E+001	4.3213084E-005	4.7675394E-006	0	14	1.031578994075567E-008	1.3485166E+001	1.8631253E-002	-2.3936405E+001	3.9079390E+003	3.5718420E+003	1.5855385E+003	-2.3925413E+001	3.9169719E+003	3.5804028E+003	1.5885165E+003	0.0000000E+000	1.0420153E-001	3.6248218E-002	1.1032630E-001	1.9181072E+001	-7.017630914548236E-009
1.2699121E+002	4.6032538E+000	1.0825279E+001	1.1763359E+001	-6.6963257E+001	4.254340581993423E+005	1.3575443E+001	5.6173039E-006	1.1577302E+002	9.8044418E+001	2.100000000000000E+001	5.6069810E-005	4.7664794E-006	0	14	1.661972222167505E-008	1.3478871E+001	2.0421678E-002	-2.1123962E+001	4.2844365E+003	3.9965349E+003	1.5440551E+003	-2.1236601E+001	4.2926401E+003	4.0011382E+003	1.5548804E+003	0.0000000E+000	3.3266123E-002	7.8230552E-002	8.5009731E-002	6.6963257E+001	6.303932280919375E-009
8.5907173E+001	6.2296453E+000	1.6552921E+001	1.7686371E+001	-6.9376312E+001	4.254344981993883E+005	1.3575412E+001	6.8675126E-006	1.1192215E+002	9.8036522E+001	2.100000000000000E+001	8.4320876E-005	4.7675626E-006	0	14	2.079661866455574E-008	1.3468529E+001	2.2096526E-002	-1.8334869E+001	4.6347637E+003	4.3994761E+003	1.4579585E+003	-1.8504480E+001	4.6459043E+003	4.4057056E+003	1.4745115E+003	0.0000000E+000	1.9915257E-002	5.2917246E-002	5.6540713E-002	6.9376312E+001	4.176896442880697E-009
5.8157570E+001	-3.3349548E-002	7.8938947E+000	7.8939652E+000	-9.0242058E+001	4.254349571994357E+005	1.3575487E+001	6.6641228E-006	3.4667502E+002	3.4666882E+002	2.100000000000000E+001	3.7628877E-005	4.7667904E-006	0	14	2.260089350258770E-008	1.3443110E+001	2.3732612E-002	-1.6061121E+001	4.9787402E+003	4.7844058E+003	1.3774314E+003	-1.6148487E+001	4.9808984E+003	4.7843726E+003	1.3853253E+003	0.0000000E+000	-5.3518009E-004	1.2667792E-001	1.2667905E-001	9.0242058E+001	1.804274838031954E-009
3.9407314E+001	1.5279133E+001	4.0308084E+000	1.5801877E+001	-1.4778572E+001	4.254354071994830E+005	1.3575383E+001	6.2659160E-006	1.0019618E+003	6.5195572E+001	2.100000000000000E+001	7.5326221E-005	4.7669159E-006	0	14	1.723874683970431E-008	1.3457463E+001	2.5174053E-002	-1.3964450E+001	5.2809937E+003	5.1249175E+003	1.2744084E+003	-1.3966878E+001	5.2967944E+003	5.1401968E+003	1.2784392E+003	0.0000000E+000	6.1190128E-002	1.6142650E-002	6.3283622E-002	1.4778572E+001	-5.362146662883384E-009
2.6682035E+001	1.5024101E+000	1.0758658E+001	1.0863055E+001	-8.2050247E+001	4.254358261995269E+005	1.3575429E+001	5.1631223E-006	5.5442529E+002	5.4382019E+002	2.100000000000000E+001	5.1813862E-005	4.7697322E-006	0	14	2.145669976716312E-008	1.3440705E+001	2.6552925E-002	-1.1904847E+001	5.5669634E+003	5.4472266E+003	1.1483920E+003	-1.2009935E+001	5.5706621E+003	5.4487290E+003	1.1591506E+003	0.0000000E+000	1.2731649E-002	9.1170460E-002	9.2055134E-002	8.2050247E+001	4.217952927458808E-009
1.8042725E+001	6.6027899E+000	-2.5584779E+000	7.0811472E+000	2.1180571E+001	4.254363161995779E+005	1.3575407E+001	1.1026603E-005	-3.4477544E+003	-4.5008282E+002	2.100000000000000E+001	3.3749118E-005	4.7660524E-006	0	14	8.971974088530664E-009	1.3446519E+001	2.7681276E-002	-1.0308749E+001	5.8080093E+003	5.7142549E+003	1.0393575E+003	-1.0272299E+001	5.8140493E+003	5.7208579E+003	1.0367991E+003	0.0000000E+000	1.3168013E-001	-5.1023994E-002	1.4122006E-001	-2.1180571E+001	-1.248472567863246E-008
1.2226137E+001	7.3388190E+000	-1.4828478E+000	7.4871292E+000	1.1423122E+001	4.254366841996163E+005	1.3575569E+001	6.5469367E-006	-8.7787822E+003	-3.4434738E+002	2.100000000000000E+001	3.5683039E-005	4.7659173E-006	0	14	2.099186714998622E-008	1.3491901E+001	2.8673224E-002	-8.7514973E+000	6.0163076E+003	5.9462632E+003	9.1537653E+002	-8.7269344E+000	6.0233364E+003	5.9536021E+003	9.1389368E+002	0.0000000E+000	1.3091683E-001	-2.6452450E-002	1.3356254E-001	-1.1423122E+001	1.201989306145556E-008
8.2759562E+000	4.2628355E+000	-2.8957021E+000	5.1533346E+000	3.4187881E+001	4.254372171996719E+005	1.3575433E+001	8.1985172E-006	-6.6412231E+003	-2.0969070E+003	2.100000000000000E+001	2.4564810E-005	4.7667795E-006	0	14	-3.846806460109696E-009	1.3452051E+001	2.9527560E-002	-7.5977626E+000	6.1944463E+003	6.1400635E+003	8.1901532E+002	-7.5660205E+000	6.1982896E+003	6.1443262E+003	8.1611963E+002	0.0000000E+000	1.6051731E-001	-1.0903783E-001	1.9404911E-001	-3.4187881E+001	-2.483867361009591E-008
5.6043758E+000	1.5655215E+001	-1.4657899E+000	1.5723686E+001	5.3489809E+000	4.254376161997132E+005	1.3575411E+001	6.9253592E-006	-1.9374082E+004	-1.6836656E+002	2.100000000000000E+001	7.4924581E-005	4.7650774E-006	0	14	4.352270784455767E-008	1.3439503E+001	3.0217370E-002	-6.6767530E+000	6.3414229E+003	6.2984146E+003	7.3730304E+002	-6.6472249E+000	6.3568022E+003	6.3140698E+003	7.3583722E+002	0.0000000E+000	6.3321374E-002	-5.9287483E-003	6.3598320E-002	-5.3489809E+000	4.736951430466737E-008
3.7924759E+000	9.8176527E+000	-2.8945096E+000	1.0235453E+001	1.6426943E+001	4.254381951997741E+005	1.3575381E+001	5.9638151E-006	-1.4498475E+004	-1.1594664E+003	2.100000000000000E+001	4.8780377E-005	4.7658250E-006	0	14	6.297648914254397E-008	1.3472939E+001	3.0968513E-002	-5.9480944E+000	6.4980381E+003	6.4630537E+003	6.7337512E+002	-5.9137883E+000	6.5075044E+003	6.4728716E+003	6.7048059E+002	0.0000000E+000	9.3711644E-002	-2.7628727E-002	9.7699635E-002	-1.6426943E+001	1.945378129798629E-008
2.5682116E+000	1.5582288E+001	7.1949172E+000	1.7163174E+001	-2.4784513E+001	4.254390371998618E+005	1.3575558E+001	6.8339332E-006	8.6131807E+003	1.5136307E+003	2.100000000000000E+001	8.1802173E-005	4.7661451E-006	0	14	6.787355568071184E-009	1.3496912E+001	3.1561397E-002	-5.5349216E+000	6.6219966E+003	6.5911221E+003	6.3870764E+002	-5.5837607E+000	6.6382026E+003	6.6067046E+003	6.4590259E+002	0.0000000E+000	5.2897606E-002	2.4424778E-002	5.8264282E-002	2.4784513E+001	-5.618913357447278E-008
1.7399776E+000	1.1236338E+001	1.2106308E+001	1.6517202E+001	-4.7134399E+001	4.254402691999897E+005	1.3575723E+001	7.5602925E-006	7.5555264E+003	4.0589641E+003	2.100000000000000E+001	7.8729448E-005	4.7665121E-006	0	14	-8.697338989928640E-008	1.3492662E+001	3.2167610E-002	-5.1241760E+000	6.7486685E+003	6.7216973E+003	6.0275446E+002	-5.2178569E+000	6.7609502E+003	6.7329336E+003	6.1486078E+002	0.0000000E+000	4.1186210E-002	4.4375036E-002	6.0542941E-002	4.7134399E+001	-9.376074546735758E-008
1.1772907E+000	1.5840895E+001	3.5803576E+000	1.6240471E+001	-1.2735992E+001	4.254420782001782E+005	1.3575509E+001	7.6225638E-006	3.7758090E+004	1.8351248E+003	2.100000000000000E+001	7.7409757E-005	4.7664726E-006	0	14	-1.393570644326682E-007	1.3470332E+001	3.2797918E-002	-5.0209436E+000	6.8809624E+003	6.8545586E+003	6.0222101E+002	-5.0390558E+000	6.8970562E+003	6.8703994E+003	6.0580139E+002	0.0000000E+000	6.0059607E-002	1.3574667E-002	6.1574571E-002	1.2735992E+001	-5.238367453338180E-008
7.9621863E-001	1.2445873E+001	-9.3445218E-001	1.2480904E+001	4.2937846E+000	4.254447432004567E+005	1.3575549E+001	6.9677535E-006	-2.1390983E+005	-1.1990929E+003	2.100000000000000E+001	5.9485366E-005	4.7661106E-006	0	14	-6.399603543584614E-008	1.3444594E+001	3.3471078E-002	-5.0248761E+000	7.0227236E+003	6.9957339E+003	6.1510809E+002	-5.0084167E+000	7.0350405E+003	7.0081797E+003	6.1417365E+002	0.0000000E+000	7.9897523E-002	-5.9988089E-003	8.0122404E-002	-4.2937846E+000	7.536102899682206E-008
5.3938830E-001	2.0331352E+001	4.4832207E-002	2.0331402E+001	-1.2634142E-001	4.254486662008660E+005	1.3575590E+001	7.2207617E-006	6.5815545E+006	3.2001774E+001	2.100000000000000E+001	9.6904514E-005	4.7662484E-006	0	14	1.815416379436606E-007	1.3432848E+001	3.4110807E-002	-4.9641919E+000	7.1567412E+003	7.1298960E+003	6.1929523E+002	-4.9505033E+000	7.1770005E+003	7.1502275E+003	6.1934009E+002	0.0000000E+000	4.9184881E-002	1.0845646E-004	4.9185000E-002	1.2634142E-001	2.455376733795068E-007
3.6507010E-001	1.4934690E+001	3.9323277E+000	1.5443710E+001	-1.4751262E+001	4.254544562014695E+005	1.3575446E+001	6.8516879E-006	1.1086491E+005	7.1877051E+003	2.100000000000000E+001	7.3603122E-005	4.7658964E-006	0	14	5.706489340364492E-007	1.3433770E+001	3.4945391E-002	-4.8594689E+000	7.3323857E+003	7.3060293E+003	6.2114166E+002	-4.8801570E+000	7.3476001E+003	7.3209639E+003	6.2507397E+002	0.0000000E+000	6.2617101E-002	1.6487181E-002	6.4751282E-002	1.4751262E+001	3.891072960927886E-007
2.4724665E-001	-7.3295540E-001	-1.9359547E+001	1.9373417E+001	9.2168190E+001	4.254629962023608E+005	1.3575461E+001	6.8480572E-006	-3.3250223E+004	-3.3202629E+004	2.100000000000000E+001	9.2339113E-005	4.7662793E-006	0	14	8.906821696838531E-007	1.3452011E+001	3.5912279E-002	-5.2507830E+000	7.5346567E+003	7.5030391E+003	6.8953583E+002	-5.1046467E+000	7.5321797E+003	7.5023062E+003	6.7017627E+002	0.0000000E+000	-1.9528316E-003	-5.1580165E-002	5.1617119E-002	-9.2168190E+001	3.200332356474039E-007
1.6750640E-001	1.2052037E+001	-3.9188535E+000	1.2673162E+001	1.8012508E+001	4.254755942036748E+005	1.3575236E+001	6.9460471E-006	-2.4245417E+005	-2.3183436E+004	2.100000000000000E+001	6.0404927E-005	4.7663661E-006	0	14	7.861018506656466E-007	1.3477348E+001	3.6757525E-002	-5.6161880E+000	7.7118550E+003	7.6748364E+003	7.5471362E+002	-5.5785065E+000	7.7234673E+003	7.6868887E+003	7.5079480E+002	0.0000000E+000	7.5039603E-002	-2.4399959E-002	7.8906909E-002	-1.8012508E+001	-1.045803190182065E-007
1.1320493E-001	1.6245420E+001	-9.2139616E+000	1.8676476E+001	2.9560730E+001	4.254942272056183E+005	1.3575348E+001	6.7067526E-006	-1.5258380E+005	-3.7137387E+004	2.100000000000000E+001	8.9014451E-005	4.7661269E-006	0	14	-1.010860889081313E-007	1.3495109E+001	3.7516572E-002	-6.1217046E+000	7.8715005E+003	7.8266143E+003	8.3942261E+002	-6.0425615E+000	7.8866782E+003	7.8428599E+003	8.3020862E+002	0.0000000E+000	4.6573736E-002	-2.6415359E-002	5.3543292E-002	-2.9560730E+001	-8.871879395737778E-007
7.6773763E-002	1.1896244E+001	1.9461447E+001	2.2809395E+001	-5.8563709E+001	4.255216932084835E+005	1.3575719E+001	6.9431794E-006	1.0652025E+005	7.7545195E+004	2.100000000000000E+001	1.0871193E-004	4.7661033E-006	0	14	-1.850467176398347E-006	1.3494867E+001	3.8268395E-002	-6.2192836E+000	8.0292837E+003	7.9820278E+003	8.6984393E+002	-6.3479199E+000	8.0432388E+003	7.9939243E+003	8.8930536E+002	0.0000000E+000	2.2865586E-002	3.7406545E-002	4.3841586E-002	5.8563709E+001	-1.749381087490216E-006
5.1879965E-002	2.6410652E+001	-2.7266220E+001	3.7960102E+001	4.5913174E+001	4.255623312127218E+005	1.3575595E+001	7.5697844E-006	-1.1251114E+005	-5.8048453E+004	2.100000000000000E+001	1.8090208E-004	4.7655844E-006	0	14	-3.955650731104773E-006	1.3480556E+001	3.9052542E-002	-6.6918130E+000	8.1947012E+003	8.1388730E+003	9.5491888E+002	-6.4815464E+000	8.2178096E+003	8.1652837E+003	9.2765265E+002	0.0000000E+000	1.8328393E-002	-1.8922137E-002	2.6343448E-002	-4.5913174E+001	-2.105183554706426E-006
3.5195883E-002	9.8321581E+000	1.8193666E+001	2.0680445E+001	-6.1612480E+001	4.256222242189697E+005	1.3575430E+001	7.0094216E-006	2.4854672E+005	1.9236619E+005	2.100000000000000E+001	9.8567485E-005	4.7662170E-006	0	14	-4.803647433967759E-006	1.3453414E+001	4.0079482E-002	-6.2778077E+000	8.4090762E+003	8.3586504E+003	9.1952673E+002	-6.3935404E+000	8.4208564E+003	8.3684824E+003	9.3772040E+002	0.0000000E+000	2.2989476E-002	4.2540293E-002	4.8354860E-002	6.1612480E+001	-8.479967028629854E-007
2.3795672E-002	3.6984562E+001	-5.4064050E+000	3.7377628E+001	8.3165951E+000	4.257108042282090E+005	1.3574923E+001	6.7267065E-006	-1.2371250E+006	-2.5882561E+004	2.100000000000000E+001	1.7815044E-004	4.7662315E-006	0	14	-2.112110777228180E-006	1.3421863E+001	4.1452702E-002	-6.3103590E+000	8.6971650E+003	8.6444697E+003	9.5594031E+002	-6.2484350E+000	8.7333359E+003	8.6814541E+003	9.5053387E+002	0.0000000E+000	2.6472624E-002	-3.8697694E-003	2.6753971E-002	-8.3165951E+000	2.691536656739578E-006
1.6098291E-002	2.3680624E+001	-1.7412031E+001	2.9393040E+001	3.6326523E+001	4.258417312418660E+005	1.3574923E+001	6.6385919E-006	-5.6779419E+005	-1.9925113E+005	2.100000000000000E+001	1.4009514E-004	4.7662693E-006	0	14	5.904914688540455E-006	1.3400976E+001	4.2861845E-002	-6.0719681E+000	8.9927451E+003	8.9422939E+003	9.5123083E+002	-5.9459977E+000	9.0144727E+003	8.9659746E+003	9.3381879E+002	0.0000000E+000	2.7409691E-002	-2.0153962E-002	3.4021661E-002	-3.6326523E+001	8.017025465768635E-006
