freq/Hz	Re(Z)/Ohm	-Im(Z)/Ohm	|Z|/Ohm	Phase(Z)/deg	time/s	<Ewe>/V	<I>/mA	Cs/µF	Cp/µF	cycle number	|Ewe|/V	|I|/A	Ns	I Range	(Q-Qo)/mA.h	<Ece>/V	|Ece|/V	Phase(Zce)/deg	|Zce|/Ohm	Re(Zce)/Ohm	-Im(Zce)/Ohm	Phase(Zwe-ce)/deg	|Zwe-ce|/Ohm	Re(Zwe-ce)/Ohm	-Im(Zwe-ce)/Ohm	P/W	Re(Y)/Ohm-1	Im(Y)/Ohm-1	|Y|/Ohm-1	Phase(Y)/deg	dq/mA.h	
1.7399776E+000	2.2019407E+001	9.5528774E+000	2.4002329E+001	-2.3453079E+001	2.695569272684511E+005	1.3581458E+001	7.9840993E-006	9.5750762E+003	1.5167147E+003	1.200000000000000E+001	1.1436522E-004	4.7647550E-006	0	14	1.590546201942844E-007	1.3414486E+001	3.6618095E-002	-5.7033248E+000	7.6852002E+003	7.6471567E+003	7.6373596E+002	-5.7577167E+000	7.7080635E+003	7.6691763E+003	7.7328882E+002	0.0000000E+000	3.8220719E-002	1.6581638E-002	4.1662622E-002	2.3453079E+001	9.829467740286823E-008
1.1772907E+000	4.1937194E+000	1.1936721E+001	1.2651979E+001	-7.0642136E+001	2.695587352686394E+005	1.3581342E+001	7.5837474E-006	1.1325345E+004	1.0081021E+004	1.200000000000000E+001	6.0284921E-005	4.7648609E-006	0	14	2.173867937521573E-007	1.3438982E+001	3.7596714E-002	-5.5981526E+000	7.8904116E+003	7.8527788E+003	7.6971606E+002	-5.6813898E+000	7.8957583E+003	7.8569727E+003	7.8165277E+002	0.0000000E+000	2.6198857E-002	7.4570678E-002	7.9039015E-002	7.0642136E+001	5.833217355787291E-008
7.9621863E-001	1.4931625E+001	9.7593679E+000	1.7838125E+001	-3.3168785E+001	2.695614002689179E+005	1.3581434E+001	7.2129801E-006	2.0481705E+004	6.1307144E+003	1.200000000000000E+001	8.4999447E-005	4.7650437E-006	0	14	1.509440847828501E-007	1.3465562E+001	3.8413402E-002	-5.6806870E+000	8.0615005E+003	8.0219102E+003	7.9796228E+002	-5.7390904E+000	8.0773286E+003	8.0368418E+003	8.0772162E+002	0.0000000E+000	4.6925474E-002	3.0670671E-002	5.6059703E-002	3.3168785E+001	-6.644270896930730E-008
5.3938830E-001	1.3420250E+001	-6.8951398E-001	1.3437951E+001	2.9411922E+000	2.695653242693273E+005	1.3581358E+001	7.0914475E-006	-4.2793278E+005	-1.1266670E+003	1.200000000000000E+001	6.4028172E-005	4.7647272E-006	0	14	-7.844248991834017E-008	1.3480275E+001	3.9248582E-002	-5.9518771E+000	8.2373193E+003	8.1929150E+003	8.5415338E+002	-5.9374509E+000	8.2505957E+003	8.2063350E+003	8.5346387E+002	0.0000000E+000	7.4318081E-002	-3.8183609E-003	7.4416108E-002	-2.9411922E+000	-2.293865747011902E-007
3.6507010E-001	2.9873629E+001	-2.2752690E+000	2.9960150E+001	4.3554168E+000	2.695711142699309E+005	1.3581513E+001	7.0233209E-006	-1.9160688E+005	-1.1050670E+003	1.200000000000000E+001	1.4275657E-004	4.7648819E-006	0	14	-4.453902898258851E-007	1.3475945E+001	3.9966762E-002	-6.0795307E+000	8.3877764E+003	8.3406025E+003	8.8833960E+002	-6.0425935E+000	8.4172432E+003	8.3704766E+003	8.8606433E+002	0.0000000E+000	3.3281282E-002	-2.5348063E-003	3.3377670E-002	-4.3554168E+000	-3.669477999075449E-007
2.4724665E-001	1.2333823E+001	2.7531803E+001	3.0168251E+001	-6.5868355E+001	2.695796542708222E+005	1.3581354E+001	7.1137169E-006	2.3380568E+004	1.9472607E+004	1.200000000000000E+001	1.4373977E-004	4.7646040E-006	0	14	-7.303890242153178E-007	1.3450768E+001	4.1011728E-002	-6.2371783E+000	8.6075840E+003	8.5566328E+003	9.3516602E+002	-6.4101305E+000	8.6228750E+003	8.5689668E+003	9.6269781E+002	0.0000000E+000	1.3551816E-002	3.0250629E-002	3.3147432E-002	6.5868355E+001	-2.849987343894327E-007
1.6750640E-001	2.4379128E+001	5.0496483E+000	2.4896603E+001	-1.1702194E+001	2.695922522721360E+005	1.3581136E+001	6.9462221E-006	1.8816013E+005	7.7405117E+003	1.200000000000000E+001	1.1862351E-004	4.7646463E-006	0	14	-5.762887349318109E-007	1.3418015E+001	4.2013418E-002	-6.1790500E+000	8.8177412E+003	8.7665137E+003	9.4910504E+002	-6.1945767E+000	8.8425225E+003	8.7908926E+003	9.5415466E+002	0.0000000E+000	3.9331272E-002	8.1466865E-003	4.0166125E-002	1.1702194E+001	1.541002892835069E-007
1.1320493E-001	1.4210181E+001	5.2358179E+000	1.5144076E+001	-2.0226591E+001	2.696108842740795E+005	1.3581552E+001	6.9599296E-006	2.6851606E+005	3.2096209E+004	1.200000000000000E+001	7.2156472E-005	4.7646663E-006	0	14	3.842311386519365E-007	1.3393198E+001	4.3435059E-002	-6.1861529E+000	9.1160762E+003	9.0629932E+003	9.8234003E+002	-6.2092080E+000	9.1307676E+003	9.0772031E+003	9.8757587E+002	0.0000000E+000	6.1960373E-002	2.2829633E-002	6.6032417E-002	2.0226591E+001	9.605198735837475E-007
7.6773763E-002	3.4705929E+001	1.2398355E+001	3.6854046E+001	-1.9658773E+001	2.696383512769449E+005	1.3581407E+001	6.9056650E-006	1.6720267E+005	1.8923480E+004	1.200000000000000E+001	1.7560023E-004	4.7647477E-006	0	14	2.237320398995785E-006	1.3382734E+001	4.5221582E-002	-6.2881932E+000	9.4908662E+003	9.4337646E+003	1.0395297E+003	-6.3394485E+000	9.5267246E+003	9.4684707E+003	1.0519280E+003	0.0000000E+000	2.5552496E-002	9.1283806E-003	2.7134063E-002	1.9658773E+001	1.853089260343849E-006
5.1879965E-002	3.5682423E+001	-6.7580714E+000	3.6316757E+001	1.0724505E+001	2.696789892811831E+005	1.3581528E+001	6.2159434E-006	-4.5393919E+005	-1.5719152E+004	1.200000000000000E+001	1.7302799E-004	4.7644121E-006	0	14	4.486521512200751E-006	1.3391515E+001	4.7431592E-002	-6.9236126E+000	9.9553926E+003	9.8827949E+003	1.2000824E+003	-6.8604665E+000	9.9900059E+003	9.9184775E+003	1.1933243E+003	0.0000000E+000	2.7054545E-002	-5.1239943E-003	2.7535498E-002	-1.0724505E+001	2.249201113204966E-006
3.5195883E-002	6.1862383E+000	4.6985966E+001	4.7391460E+001	-8.2499496E+001	2.697388822874310E+005	1.3581250E+001	6.6283174E-006	9.6240992E+004	9.4601109E+004	1.200000000000000E+001	2.2580028E-004	4.7645772E-006	0	14	5.495977690724797E-006	1.3412763E+001	5.0231393E-002	-8.0808954E+000	1.0542676E+004	1.0437993E+004	1.4819957E+003	-8.3286858E+000	1.0555505E+004	1.0444180E+004	1.5289817E+003	0.0000000E+000	2.7543970E-003	2.0920303E-002	2.1100847E-002	8.2499496E+001	1.009456178524045E-006
2.3795672E-002	2.8730618E+001	4.5362431E+001	5.3695423E+001	-5.7651585E+001	2.698274622966703E+005	1.3581694E+001	6.7666165E-006	1.4744358E+005	1.0523105E+005	1.200000000000000E+001	2.5583926E-004	4.7646381E-006	0	14	3.012044570666433E-006	1.3437418E+001	5.2563976E-002	-9.9538755E+000	1.1032103E+004	1.0866039E+004	1.9069576E+003	-1.0159454E+001	1.1068313E+004	1.0894770E+004	1.9523201E+003	0.0000000E+000	9.9648414E-003	1.5733371E-002	1.8623561E-002	5.7651585E+001	-2.483933120058364E-006
1.6098291E-002	3.9324905E+001	2.5310200E+001	4.6765953E+001	-3.2766045E+001	2.699583883103272E+005	1.3581539E+001	6.6570074E-006	3.9061131E+005	1.1441326E+005	1.200000000000000E+001	2.2282008E-004	4.7645790E-006	0	14	-4.593569834289295E-006	1.3447280E+001	5.5382531E-002	-1.2418282E+001	1.1623804E+004	1.1351850E+004	2.4996636E+003	-1.2498137E+001	1.1667663E+004	1.1391175E+004	2.5249739E+003	0.0000000E+000	1.7980762E-002	1.1572734E-002	2.1383077E-002	3.2766045E+001	-7.605614404955727E-006
1.0915886E-002	2.8108601E+001	1.2902452E+001	3.0928413E+001	-2.4656141E+001	2.701514653304666E+005	1.3581827E+001	6.7134565E-006	1.1300271E+006	1.9666094E+005	1.200000000000000E+001	1.4736122E-004	4.7645904E-006	0	14	-1.624749293803780E-005	1.3429481E+001	5.9402190E-002	-1.5012158E+001	1.2467429E+004	1.2041927E+004	3.2293633E+003	-1.5035911E+001	1.2497921E+004	1.2070035E+004	3.2422656E+003	0.0000000E+000	2.9384883E-002	1.3488294E-002	3.2332730E-002	2.4656141E+001	-1.165392310374850E-005
7.3873415E-003	7.7914566E+001	3.9123394E+001	8.7185547E+001	-2.6662689E+001	2.704367573602251E+005	1.3581350E+001	6.6925481E-006	5.5067506E+005	1.1088670E+005	1.200000000000000E+001	4.1540389E-004	4.7645958E-006	0	14	-2.605062186489613E-005	1.3379487E+001	7.2049856E-002	-2.0840803E+001	1.5121924E+004	1.4132535E+004	5.3799663E+003	-2.0874121E+001	1.5208663E+004	1.4210450E+004	5.4190898E+003	0.0000000E+000	1.0250136E-002	5.1469211E-003	1.1469791E-002	2.6662689E+001	-9.803128926858333E-006
5.0018891E-003	1.9869411E+001	4.8067352E+001	5.2012150E+001	-6.7541458E+001	2.708580994041744E+005	1.3581619E+001	7.5900580E-006	6.6196625E+005	5.6536206E+005	1.200000000000000E+001	2.4783102E-004	4.7648678E-006	0	14	-2.447664298838112E-005	1.3251278E+001	1.2228710E-001	-2.8792074E+001	2.5664322E+004	2.2491527E+004	1.2360771E+004	-2.8864639E+001	2.5704906E+004	2.2511396E+004	1.2408838E+004	0.0000000E+000	7.3447232E-003	1.7768083E-002	1.9226277E-002	6.7541458E+001	1.573978876515005E-006
1.0000186E+006	-2.6877190E+001	4.6730122E+001	5.3908142E+001	-1.1990569E+002	2.871043871005578E+005	1.3577126E+001	1.4871724E-005	3.4057687E-003	2.5591766E-003	1.300000000000000E+001	2.7656491E-004	5.1302995E-006	0	14	1.282378627128840E-009	1.3445757E+001	1.8324637E-004	4.4534794E+001	3.5718456E+001	2.5460997E+001	-2.5050863E+001	-9.3737526E+001	2.1725466E+001	-1.4161930E+000	2.1679258E+001	0.0000000E+000	-9.2485817E-003	1.6080080E-002	1.8550074E-002	1.1990569E+002	0.000000000000000E+000
6.7700600E+005	-1.5567832E+001	3.4152344E+001	3.7533184E+001	-1.1450516E+002	2.871047721005976E+005	1.3577083E+001	1.3964496E-005	6.8834652E-003	5.6992448E-003	1.300000000000000E+001	2.0605209E-004	5.4898646E-006	0	14	3.550718334603668E-009	1.3444274E+001	1.4141203E-004	2.1791895E+001	2.5758747E+001	2.3917984E+001	-9.5625868E+000	-7.1243622E+001	2.5968849E+001	8.3501520E+000	2.4589756E+001	0.0000000E+000	-1.1050892E-002	2.4243185E-002	2.6643090E-002	1.1450516E+002	2.268339707474827E-009
4.5833025E+005	-5.4957166E+000	3.4902088E+001	3.5332119E+001	-9.8948380E+001	2.871051571006380E+005	1.3577012E+001	1.4883707E-005	9.9492464E-003	9.7085340E-003	1.300000000000000E+001	1.8785470E-004	5.3168255E-006	0	14	2.587777020506918E-009	1.3445396E+001	1.2914374E-004	-2.5604074E+001	2.4289633E+001	2.1904434E+001	1.0496761E+001	-7.0128387E+001	4.8273197E+001	1.6408718E+001	4.5398849E+001	0.0000000E+000	-4.4023553E-003	2.7958382E-002	2.8302860E-002	9.8948380E+001	-9.629413140967499E-010
3.1029172E+005	1.2078069E+001	3.5675995E+001	3.7665054E+001	-7.1296524E+001	2.871055421006782E+005	1.3577024E+001	1.5253593E-005	1.4377184E-002	1.2898786E-002	1.300000000000000E+001	1.8383646E-004	4.8808229E-006	0	14	3.256078171981850E-009	1.3443672E+001	1.7171740E-004	-5.1545750E+001	3.5182060E+001	2.1879354E+001	2.7551247E+001	-6.1761108E+001	7.1769012E+001	3.3957424E+001	6.3227242E+001	0.0000000E+000	8.5137393E-003	2.5147736E-002	2.6549809E-002	7.1296524E+001	6.683011514749323E-010
2.1007459E+005	2.8281109E+001	1.2274414E+001	3.0829893E+001	-2.3461548E+001	2.871059271007180E+005	1.3576976E+001	1.4955845E-005	6.1722826E-002	9.7837048E-003	1.300000000000000E+001	1.4783874E-004	4.7953049E-006	0	14	5.534890314771069E-009	1.3445637E+001	2.4188973E-004	-6.3470203E+001	5.0443035E+001	2.2531046E+001	4.5131493E+001	-4.8486732E+001	7.6663635E+001	5.0812157E+001	5.7405907E+001	0.0000000E+000	2.9754480E-002	1.2913879E-002	3.2436050E-002	2.3461548E+001	2.278812142789219E-009
1.4222091E+005	2.1519615E+001	-4.1987553E+000	2.1925406E+001	1.1040442E+001	2.871061811007448E+005	1.3577077E+001	1.6933787E-005	-2.6652390E-001	-9.7742174E-003	1.300000000000000E+001	1.0676146E-004	4.8693037E-006	0	14	-4.684745111060490E-010	1.3443272E+001	3.8854260E-004	-6.6488419E+001	7.9794281E+001	3.1832682E+001	7.3169716E+001	-5.2276356E+001	8.7197830E+001	5.3352295E+001	6.8970963E+001	0.0000000E+000	4.4765066E-002	-8.7342439E-003	4.5609191E-002	-1.1040442E+001	-6.003364825877118E-009
9.6283031E+004	1.1196278E+001	-5.0919080E+000	1.2299763E+001	2.4455366E+001	2.871064351007715E+005	1.3576951E+001	1.4395278E-005	-3.2463089E-001	-5.5636201E-002	1.300000000000000E+001	5.9071041E-005	4.8026163E-006	0	14	-4.771916906015071E-009	1.3444755E+001	5.4651854E-004	-6.6921532E+001	1.1379601E+002	4.4607059E+001	1.0468878E+002	-6.0738438E+001	1.1416457E+002	5.5803337E+001	9.9596870E+001	0.0000000E+000	7.4008264E-002	-3.3657905E-002	8.1302382E-002	-2.4455366E+001	-4.303442394909022E-009
6.5181484E+004	5.3093472E+000	-3.2541423E+000	6.2272472E+000	3.1504473E+001	2.871068201008118E+005	1.3577044E+001	1.4622918E-005	-7.5034219E-001	-2.0489918E-001	1.300000000000000E+001	3.0264790E-005	4.8600591E-006	0	14	1.169153087655811E-009	1.3443030E+001	7.7519380E-004	-6.5816780E+001	1.5950296E+002	6.5341324E+001	1.4550500E+002	-6.3588131E+001	1.5882956E+002	7.0650673E+001	1.4225087E+002	0.0000000E+000	1.3691433E-001	-8.3915912E-002	1.6058460E-001	-3.1504473E+001	5.941069993670882E-009
4.4128563E+004	3.0455792E+000	1.1761995E-001	3.0478497E+000	-2.2116580E+000	2.871072051008511E+005	1.3577053E+001	1.3149903E-005	3.0663332E+001	4.5666136E-002	1.300000000000000E+001	1.4609435E-005	4.7933581E-006	0	14	1.752546193150314E-009	1.3444835E+001	1.0171942E-003	-6.5201332E+001	2.1220911E+002	8.9007065E+001	1.9264072E+002	-6.4472977E+001	2.1361053E+002	9.2052643E+001	1.9275833E+002	0.0000000E+000	3.2785577E-001	1.2661756E-002	3.2810017E-001	2.2116580E+000	5.833931054945021E-010
2.9876783E+004	4.6220331E+000	-1.2659506E+000	4.7922668E+000	1.5317360E+001	2.871075901008919E+005	1.3576981E+001	1.4033257E-005	-4.2079406E+000	-2.9364395E-001	1.300000000000000E+001	2.2700409E-005	4.7368835E-006	0	14	-4.652514900221326E-009	1.3442870E+001	1.3602608E-003	-6.3780594E+001	2.8716367E+002	1.2687170E+002	2.5761703E+002	-6.2844715E+001	2.8810846E+002	1.3149374E+002	2.5635107E+002	0.0000000E+000	2.0125704E-001	-5.5123243E-002	2.0866951E-001	-1.5317360E+001	-6.405061093371639E-009
2.0227139E+004	-8.6225408E-001	-2.8075094E+000	2.9369357E+000	1.0707299E+002	2.871079751009322E+005	1.3576946E+001	1.4771440E-005	-2.8026216E+000	-2.5610499E+000	1.300000000000000E+001	1.3836191E-005	4.7110980E-006	0	14	-3.579880480714337E-009	1.3443993E+001	1.7852320E-003	-6.2266544E+001	3.7894180E+002	1.7634396E+002	3.3540976E+002	-6.2183769E+001	3.7605597E+002	1.7548170E+002	3.3260226E+002	0.0000000E+000	-9.9964641E-002	-3.2548603E-001	3.4049094E-001	-1.0707299E+002	1.072634419506989E-009
1.3695073E+004	4.6080524E-001	-2.6141613E+000	2.6544642E+000	8.0003014E+001	2.871083601009715E+005	1.3576935E+001	1.3614907E-005	-4.4455285E+000	-4.3115597E+000	1.300000000000000E+001	1.2521061E-005	4.7169824E-006	0	14	-3.402237574031612E-009	1.3443752E+001	2.3454232E-003	-6.0515633E+001	4.9722958E+002	2.4472948E+002	4.3283340E+002	-6.0320347E+001	4.9518365E+002	2.4519028E+002	4.3021924E+002	0.0000000E+000	6.5397896E-002	-3.7100402E-001	3.7672386E-001	-8.0003014E+001	1.776429066827251E-010
9.2692256E+003	1.8705724E+000	6.9460684E-001	1.9953747E+000	-2.0371664E+001	2.871087451010123E+005	1.3576669E+001	1.3533921E-005	2.4719381E+001	2.9954827E+000	1.300000000000000E+001	9.4825382E-006	4.7522594E-006	0	14	-5.364359711772219E-009	1.3443352E+001	3.0931912E-003	-5.8097324E+001	6.5088855E+002	3.4398029E+002	5.5256989E+002	-5.7990105E+001	6.5246790E+002	3.4585086E+002	5.5326447E+002	0.0000000E+000	4.6981364E-001	1.7445770E-001	5.0115901E-001	2.0371664E+001	-1.962122137740607E-009
6.2722681E+003	1.7395561E+000	7.2704536E-001	1.8853780E+000	-2.2682430E+001	2.871091301010526E+005	1.3576515E+001	1.6141823E-005	3.4900688E+001	5.1899137E+000	1.300000000000000E+001	9.0632739E-006	4.8071388E-006	0	14	-9.635664382585673E-010	1.3444394E+001	4.0300535E-003	-5.5446869E+001	8.3834766E+002	4.7548584E+002	6.9046362E+002	-5.5377266E+001	8.3993372E+002	4.7722540E+002	6.9119067E+002	0.0000000E+000	4.8937473E-001	2.0453358E-001	5.3039759E-001	2.2682430E+001	4.400793273513651E-009
4.2448467E+003	-1.4227529E-001	2.9572151E+000	2.9606357E+000	-9.2754448E+001	2.871095561010968E+005	1.3576514E+001	1.1096948E-005	1.2678714E+001	1.2649434E+001	1.300000000000000E+001	1.4416164E-005	4.8692800E-006	0	14	-8.748804890173131E-009	1.3442309E+001	5.2012298E-003	-5.2563881E+001	1.0681722E+003	6.4931683E+002	8.4816248E+002	-5.2666145E+001	1.0704355E+003	6.4917456E+002	8.5111969E+002	0.0000000E+000	-1.6231539E-002	3.3737507E-001	3.3776531E-001	9.2754448E+001	-7.785238451914563E-009
2.8779956E+003	1.0421394E+000	1.5685881E+000	1.8832215E+000	-5.6400711E+001	2.871099571011383E+005	1.3576550E+001	6.9783537E-006	3.5255028E+001	2.4458855E+001	1.300000000000000E+001	8.6697301E-006	4.6036698E-006	0	14	-1.066760262131084E-008	1.3438540E+001	6.1636730E-003	-4.9293465E+001	1.3388608E+003	8.7318475E+002	1.0149368E+003	-4.9303425E+001	1.3407296E+003	8.7422687E+002	1.0165054E+003	0.0000000E+000	2.9384816E-001	4.4228896E-001	5.3100497E-001	5.6400711E+001	-1.918797731137704E-009
1.9481171E+003	9.3978423E-001	-1.3234204E+000	1.6231562E+000	5.4620766E+001	2.871106331012091E+005	1.3576439E+001	7.2519024E-006	-6.1731560E+001	-4.1037628E+001	1.300000000000000E+001	7.9414258E-006	4.8925826E-006	0	14	-5.827642699538653E-009	1.3443953E+001	8.0878567E-003	-4.5893436E+001	1.6530853E+003	1.1505392E+003	1.1869923E+003	-4.5838116E+001	1.6527900E+003	1.1514790E+003	1.1856689E+003	0.0000000E+000	3.5670364E-001	-5.0231624E-001	6.1608368E-001	-5.4620766E+001	4.839959921772182E-009
1.3187339E+003	3.3497801E+000	2.2811100E+000	4.0527139E+000	-3.4253807E+001	2.871110781012559E+005	1.3576365E+001	6.2804756E-006	5.2907436E+001	1.6761671E+001	1.300000000000000E+001	1.9550183E-005	4.8239731E-006	0	14	1.304057392316180E-009	1.3442149E+001	9.6404515E-003	-4.2424507E+001	1.9984464E+003	1.4751869E+003	1.3481884E+003	-4.2408028E+001	2.0024581E+003	1.4785366E+003	1.3504695E+003	0.0000000E+000	2.0395033E-001	1.3888468E-001	2.4674824E-001	3.4253807E+001	7.131700091854833E-009
8.9299957E+002	4.2605586E+000	4.4565120E+000	6.1654568E+000	-4.6287750E+001	2.871115241013020E+005	1.3576417E+001	5.2090295E-006	3.9992062E+001	2.0894569E+001	1.300000000000000E+001	2.9548815E-005	4.7926401E-006	0	14	2.851993375871745E-009	1.3451731E+001	1.1424441E-002	-3.8943398E+001	2.3837468E+003	1.8540004E+003	1.4983096E+003	-3.8962292E+001	2.3898618E+003	1.8582609E+003	1.5027661E+003	0.0000000E+000	1.1208204E-001	1.1723696E-001	1.6219398E-001	4.6287750E+001	1.547935983555565E-009
6.0441974E+002	1.4257073E+000	2.6865625E+000	3.0414240E+000	-6.2045963E+001	2.871119691013485E+005	1.3576449E+001	7.5657640E-006	9.8013199E+001	7.6475883E+001	1.300000000000000E+001	1.4531330E-005	4.7778044E-006	0	14	3.889990971585020E-009	1.3430202E+001	1.3364617E-002	-3.5454865E+001	2.7972297E+003	2.2785471E+003	1.6225651E+003	-3.5482719E+001	2.7999500E+003	2.2799729E+003	1.6252516E+003	0.0000000E+000	1.5412618E-001	2.9043102E-001	3.2879335E-001	6.2045963E+001	1.037997595713275E-009
4.0908368E+002	2.3449125E+000	5.9717326E+000	6.4156218E+000	-6.8561615E+001	2.871124141013948E+005	1.3576431E+001	7.3526639E-006	6.5148979E+001	5.6445694E+001	1.300000000000000E+001	3.0603969E-005	4.7702265E-006	0	14	1.912397592706030E-009	1.3450768E+001	1.5410962E-002	-3.2104980E+001	3.2306563E+003	2.7366106E+003	1.7170040E+003	-3.2172482E+001	3.2358188E+003	2.7389556E+003	1.7229757E+003	0.0000000E+000	5.6970391E-002	1.4508511E-001	1.5586954E-001	6.8561615E+001	-1.977593378878990E-009
2.7686047E+002	6.6423259E+000	1.7513844E-001	6.6446342E+000	-1.5103700E+000	2.871128551014410E+005	1.3576322E+001	5.3930125E-006	3.2822954E+003	2.2803342E+000	1.300000000000000E+001	3.1678748E-005	4.7675685E-006	0	14	1.312430400553745E-009	1.3429199E+001	1.7510671E-002	-2.8929062E+001	3.6728726E+003	3.2145688E+003	1.7766653E+003	-2.8881407E+001	3.6787720E+003	3.2212112E+003	1.7768405E+003	0.0000000E+000	1.5044509E-001	3.9667911E-003	1.5049738E-001	1.5103700E+000	-5.999671921522855E-010
1.8742110E+002	7.9988174E+000	4.3970580E+000	9.1277161E+000	-2.8798187E+001	2.871133061014879E+005	1.3576528E+001	7.2022635E-006	1.9312544E+002	4.4816673E+001	1.300000000000000E+001	4.3504599E-005	4.7662083E-006	0	14	5.173797689116731E-009	1.3427034E+001	1.9604022E-002	-2.5854700E+001	4.1131274E+003	3.7014150E+003	1.7936954E+003	-2.5861216E+001	4.1222432E+003	3.7094138E+003	1.7980925E+003	0.0000000E+000	9.6006699E-002	5.2776176E-002	1.0955643E-001	2.8798187E+001	3.861367288562987E-009
1.2699121E+002	1.0993492E+001	-3.2123408E+000	1.1453209E+001	1.6288567E+001	2.871137441015337E+005	1.3576498E+001	5.9098879E-006	-3.9014392E+002	-3.0691189E+001	1.300000000000000E+001	5.4587432E-005	4.7661256E-006	0	14	2.317322802797308E-009	1.3448964E+001	2.1719789E-002	-2.3108479E+001	4.5571162E+003	4.1914688E+003	1.7885460E+003	-2.3017260E+001	4.5659727E+003	4.2024624E+003	1.7853337E+003	0.0000000E+000	8.3807193E-002	-2.4488784E-002	8.7311774E-002	-1.6288567E+001	-2.856474886319423E-009
8.5907173E+001	-1.3383619E+000	8.6117601E+000	8.7151375E+000	-9.8833725E+001	2.871141851015799E+005	1.3576705E+001	7.0179071E-006	2.1512891E+002	2.1005554E+002	1.300000000000000E+001	4.1524661E-005	4.7646595E-006	0	14	-6.655644051407864E-010	1.3450047E+001	2.3801552E-002	-2.0299936E+001	4.9954360E+003	4.6851660E+003	1.7330897E+003	-2.0397869E+001	4.9971758E+003	4.6838276E+003	1.7417015E+003	0.0000000E+000	-1.7620776E-002	1.1338182E-001	1.1474288E-001	9.8833725E+001	-2.982887207938095E-009
5.8157570E+001	1.8219305E+000	4.3441725E+000	4.7107606E+000	-6.7246994E+001	2.871146441016272E+005	1.3576695E+001	7.6919050E-006	6.2995105E+002	5.3572125E+002	1.300000000000000E+001	2.2447461E-005	4.7651456E-006	0	14	8.450437723392194E-010	1.3465321E+001	2.5775712E-002	-1.7895452E+001	5.4092183E+003	5.1475137E+003	1.6621505E+003	-1.7933290E+001	5.4122881E+003	5.1493354E+003	1.6664946E+003	0.0000000E+000	8.2101256E-002	1.9576046E-001	2.1227995E-001	6.7246994E+001	1.510608177480006E-009
3.9407314E+001	1.4272492E+001	5.2853346E+000	1.5219685E+001	-2.0320406E+001	2.871150941016745E+005	1.3576743E+001	7.2220523E-006	7.6413623E+002	9.2151939E+001	1.300000000000000E+001	7.2516661E-005	4.7646627E-006	0	14	8.779780412058673E-009	1.3442229E+001	2.7553108E-002	-1.5656982E+001	5.7828032E+003	5.5682305E+003	1.5606489E+003	-1.5669209E+001	5.7979727E+003	5.5825029E+003	1.5659342E+003	0.0000000E+000	6.1615292E-002	2.2817139E-002	6.5704383E-002	2.0320406E+001	7.934736639719454E-009
2.6682035E+001	4.1455054E+000	-7.0059166E+000	8.1405210E+000	5.9386562E+001	2.871155131017184E+005	1.3577241E+001	7.4534323E-006	-8.5140497E+002	-6.3061127E+002	1.300000000000000E+001	3.8789949E-005	4.7650451E-006	0	14	6.356860601903868E-009	1.3470654E+001	2.9271841E-002	-1.3549706E+001	6.1430356E+003	5.9720566E+003	1.4392448E+003	-1.3477152E+001	6.1454292E+003	5.9762021E+003	1.4322389E+003	0.0000000E+000	6.2556595E-002	-1.0572083E-001	1.2284226E-001	-5.9386562E+001	-2.422919810154806E-009
1.8042725E+001	8.0922432E+000	7.9702586E-001	8.1313992E+000	-5.6250663E+000	2.871160031017694E+005	1.3577114E+001	1.0377430E-005	1.1067399E+004	1.0633099E+002	1.300000000000000E+001	3.8751037E-005	4.7656054E-006	0	14	2.164356961553595E-008	1.3456943E+001	3.0718852E-002	-1.1556092E+001	6.4459497E+003	6.3152842E+003	1.2912990E+003	-1.1548633E+001	6.4540376E+003	6.3233765E+003	1.2920959E+003	0.0000000E+000	1.2238787E-001	1.2054296E-002	1.2298007E-001	5.6250663E+000	1.528670901363209E-008
1.2226137E+001	4.0568314E+000	7.1975307E+000	8.2621021E+000	-6.0592560E+001	2.871163711018078E+005	1.3577130E+001	5.6255112E-006	1.8086201E+003	1.3725662E+003	1.300000000000000E+001	3.9371778E-005	4.7653461E-006	0	14	1.320159883082144E-009	1.3422625E+001	3.1991255E-002	-9.8906279E+000	6.7133120E+003	6.6135352E+003	1.1531320E+003	-9.9451542E+000	6.7185479E+003	6.6175918E+003	1.1603295E+003	0.0000000E+000	5.9430018E-002	1.0543928E-001	1.2103457E-001	6.0592560E+001	-2.032340973245381E-008
8.2759562E+000	1.1425947E+001	8.2438534E-001	1.1455648E+001	-4.1267557E+000	2.871169031018633E+005	1.3577137E+001	8.6553118E-006	2.3327688E+004	1.2080721E+002	1.300000000000000E+001	5.4588963E-005	4.7652443E-006	0	14	4.043453710620623E-008	1.3446639E+001	3.3044603E-002	-8.5000982E+000	6.9345034E+003	6.8583320E+003	1.0249967E+003	-8.4928932E+000	6.9459253E+003	6.8697578E+003	1.0258210E+003	0.0000000E+000	8.7066859E-002	6.2818984E-003	8.7293185E-002	4.1267557E+000	3.911437722312409E-008
