Mode,Is,unit Is,vs.,tIs (h:m:s),record,dE (mV),dt (s),fi,unit fi,ff,unit ff,Nd,Points,spacing,Ia/Va,Ia,unit  Ia,va pourcent,pw,Na,corr,E range min (V),E range max (V),I Range,Bandwidth,nc cycles,goto Ns',nr cycles,inc. cycle
Single sine,0.000,µA,<None>,0:00:0.0000,0,0.000,0.000,1.000,MHz,5.000,mHz,6,per decade,Logarithmic,Ia,5.000,µA,0.10,0.10,2,0,0.000,5.000,10 µA,5,0,0,0,0
